fullname,raceChar,pleaSuccess,n,prop
Irvine Peter,Non-white,0,76,0.35023041474654376
Irvine Peter,Non-white,1,141,0.6497695852534562
Irvine Peter,White,0,127,0.2803532008830022
Irvine Peter,White,1,326,0.7196467991169978
Jacobson Debra,White,1,1,1
Jacobson Debra A.,Non-white,0,140,0.35
Jacobson Debra A.,Non-white,1,260,0.65
Jacobson Debra A.,White,0,161,0.2531446540880503
Jacobson Debra A.,White,1,475,0.7468553459119497
Janisch Karen A.,Non-white,0,8,0.42105263157894735
Janisch Karen A.,Non-white,1,11,0.5789473684210527
Janisch Karen A.,White,0,2,0.4
Janisch Karen A.,White,1,3,0.6
Janzen Lisa K.,Non-white,0,105,0.20916334661354583
Janzen Lisa K.,Non-white,1,397,0.7908366533864541
Janzen Lisa K.,White,0,57,0.17220543806646527
Janzen Lisa K.,White,1,274,0.8277945619335347
Jasper Jenny Walker,Non-white,0,103,0.2330316742081448
Jasper Jenny Walker,Non-white,1,339,0.7669683257918553
Jasper Jenny Walker,White,0,197,0.14890400604686319
Jasper Jenny Walker,White,1,1126,0.8510959939531368
Jasper Jonathan N.,Non-white,0,35,0.28688524590163933
Jasper Jonathan N.,Non-white,1,87,0.7131147540983607
Jasper Jonathan N.,White,0,68,0.1619047619047619
Jasper Jonathan N.,White,1,352,0.8380952380952381
Jass Krista J.,Non-white,0,35,0.19444444444444445
Jass Krista J.,Non-white,1,145,0.8055555555555556
Jass Krista J.,White,0,80,0.17660044150110377
Jass Krista J.,White,1,373,0.8233995584988962
Jesse Michael S.,Non-white,0,111,0.33433734939759036
Jesse Michael S.,Non-white,1,221,0.6656626506024096
Jesse Michael S.,White,0,261,0.2543859649122807
Jesse Michael S.,White,1,765,0.7456140350877193
Jessen Richard,Non-white,1,1,1
Jessen Richard,White,1,1,1
Jessen Richard T.,Non-white,0,41,0.3037037037037037
Jessen Richard T.,Non-white,1,94,0.6962962962962963
Jessen Richard T.,White,0,62,0.2108843537414966
Jessen Richard T.,White,1,232,0.7891156462585034
Johnson David M.,Non-white,0,85,0.2842809364548495
Johnson David M.,Non-white,1,214,0.7157190635451505
Johnson David M.,White,0,67,0.14596949891067537
Johnson David M.,White,1,392,0.8540305010893247
Johnson Gregg E.,Non-white,0,196,0.31766612641815234
Johnson Gregg E.,Non-white,1,421,0.6823338735818476
Johnson Gregg E.,White,0,90,0.2349869451697128
Johnson Gregg E.,White,1,293,0.7650130548302873
Johnson Jeffrey M.,Non-white,0,8,0.32
Johnson Jeffrey M.,Non-white,1,17,0.68
Johnson Jeffrey M.,White,0,13,0.203125
Johnson Jeffrey M.,White,1,51,0.796875
Johnson Kim R.,Non-white,0,21,0.2876712328767123
Johnson Kim R.,Non-white,1,52,0.7123287671232876
Johnson Kim R.,White,0,82,0.17446808510638298
Johnson Kim R.,White,1,388,0.825531914893617
Johnson Kurt D.,Non-white,0,88,0.3142857142857143
Johnson Kurt D.,Non-white,1,192,0.6857142857142857
Johnson Kurt D.,White,0,150,0.19083969465648856
Johnson Kurt D.,White,1,636,0.8091603053435115
Johnson Lawrence,White,1,1,1
Johnson Lawrence R.,Non-white,0,54,0.216
Johnson Lawrence R.,Non-white,1,196,0.784
Johnson Lawrence R.,White,0,135,0.15185601799775028
Johnson Lawrence R.,White,1,754,0.8481439820022497
Johnson Margaret Shaw,Non-white,0,34,0.4146341463414634
Johnson Margaret Shaw,Non-white,1,48,0.5853658536585366
Johnson Margaret Shaw,White,0,55,0.22448979591836735
Johnson Margaret Shaw,White,1,190,0.7755102040816326
Johnson William A.,Non-white,0,33,0.30275229357798167
Johnson William A.,Non-white,1,76,0.6972477064220184
Johnson William A.,White,0,68,0.22972972972972974
Johnson William A.,White,1,228,0.7702702702702703
JohnsonDavid NA,White,1,1,1
Jorgensen Kenneth L.,Non-white,0,15,0.28846153846153844
Jorgensen Kenneth L.,Non-white,1,37,0.7115384615384616
Jorgensen Kenneth L.,White,0,21,0.16666666666666666
Jorgensen Kenneth L.,White,1,105,0.8333333333333334
Jude Tad,Non-white,0,39,0.30952380952380953
Jude Tad,Non-white,1,87,0.6904761904761905
Jude Tad,White,0,74,0.22289156626506024
Jude Tad,White,1,258,0.7771084337349398
Kalina Gerald W.,Non-white,0,1,0.14285714285714285
Kalina Gerald W.,Non-white,1,6,0.8571428571428571
Kalina Gerald W.,White,0,1,0.034482758620689655
Kalina Gerald W.,White,1,28,0.9655172413793104
Kaman Marilyn J.,Non-white,0,80,0.4519774011299435
Kaman Marilyn J.,Non-white,1,97,0.5480225988700564
Kaman Marilyn J.,White,0,18,0.3103448275862069
Kaman Marilyn J.,White,1,40,0.6896551724137931
Kaminsky Walter,Non-white,0,24,0.3582089552238806
Kaminsky Walter,Non-white,1,43,0.6417910447761194
Kaminsky Walter,White,0,80,0.2222222222222222
Kaminsky Walter,White,1,280,0.7777777777777778
Kammeyer Daniel M.,Non-white,0,16,0.24242424242424243
Kammeyer Daniel M.,Non-white,1,50,0.7575757575757576
Kammeyer Daniel M.,White,0,45,0.19823788546255505
Kammeyer Daniel M.,White,1,182,0.801762114537445
Kanning Philip T.,Non-white,0,40,0.25477707006369427
Kanning Philip T.,Non-white,1,117,0.7452229299363057
Kanning Philip T.,White,0,68,0.145610278372591
Kanning Philip T.,White,1,399,0.854389721627409
Kappelhoff Mark,Non-white,0,8,0.7272727272727273
Kappelhoff Mark,Non-white,1,3,0.2727272727272727
Kappelhoff Mark,White,0,3,0.6
Kappelhoff Mark,White,1,2,0.4
Karasov Fred,Non-white,0,353,0.3680917622523462
Karasov Fred,Non-white,1,606,0.6319082377476538
Karasov Fred,White,0,107,0.2471131639722864
Karasov Fred,White,1,326,0.7528868360277137
Karasov Patricia Kerr,Non-white,0,139,0.3648293963254593
Karasov Patricia Kerr,Non-white,1,242,0.6351706036745407
Karasov Patricia Kerr,White,0,37,0.27205882352941174
Karasov Patricia Kerr,White,1,99,0.7279411764705882
King Colleen G,Non-white,0,33,0.22758620689655173
King Colleen G,Non-white,1,112,0.7724137931034483
King Colleen G,White,0,52,0.1824561403508772
King Colleen G,White,1,233,0.8175438596491228
King Pamela A.W.,Non-white,0,37,0.3008130081300813
King Pamela A.W.,Non-white,1,86,0.6991869918699187
King Pamela A.W.,White,0,52,0.26
King Pamela A.W.,White,1,148,0.74
"King, Jr. Robert R.",Non-white,0,39,0.19796954314720813
"King, Jr. Robert R.",Non-white,1,158,0.8020304568527918
"King, Jr. Robert R.",White,0,64,0.19753086419753085
"King, Jr. Robert R.",White,1,260,0.8024691358024691
Kirk Michael L.,Non-white,0,95,0.34296028880866425
Kirk Michael L.,Non-white,1,182,0.6570397111913358
Kirk Michael L.,White,0,133,0.29555555555555557
Kirk Michael L.,White,1,317,0.7044444444444444
Klas Mary Louise,White,1,1,1
Klein Joseph R.,Non-white,0,68,0.3253588516746411
Klein Joseph R.,Non-white,1,141,0.6746411483253588
Klein Joseph R.,White,0,28,0.22950819672131148
Klein Joseph R.,White,1,94,0.7704918032786885
Klossner John D.,Non-white,0,2,0.18181818181818182
Klossner John D.,Non-white,1,9,0.8181818181818182
Klossner John D.,White,0,34,0.23129251700680273
Klossner John D.,White,1,113,0.7687074829931972
Knapp Thomas,Non-white,0,88,0.32234432234432236
Knapp Thomas,Non-white,1,185,0.6776556776556777
Knapp Thomas,White,0,142,0.2191358024691358
Knapp Thomas,White,1,506,0.7808641975308642
Knoll Franklin J.,Non-white,0,1,0.125
Knoll Franklin J.,Non-white,1,7,0.875
Knoll Franklin J.,White,0,3,0.42857142857142855
Knoll Franklin J.,White,1,4,0.5714285714285714
Knutsen Dwayne,Non-white,0,50,0.373134328358209
Knutsen Dwayne,Non-white,1,84,0.6268656716417911
Knutsen Dwayne,White,0,71,0.24567474048442905
Knutsen Dwayne,White,1,218,0.754325259515571
Knutson David L.,Non-white,0,102,0.2350230414746544
Knutson David L.,Non-white,1,332,0.7649769585253456
Knutson David L.,White,0,124,0.1837037037037037
Knutson David L.,White,1,551,0.8162962962962963
Koch William H.,Non-white,0,396,0.352
Koch William H.,Non-white,1,729,0.648
Koch William H.,White,0,100,0.21231422505307856
Koch William H.,White,1,371,0.7876857749469215
Kraker Michael J.,Non-white,0,125,0.31017369727047145
Kraker Michael J.,Non-white,1,278,0.6898263027295285
Kraker Michael J.,White,0,156,0.2544861337683524
Kraker Michael J.,White,1,457,0.7455138662316476
Krehbiel Allison L.,Non-white,0,35,0.3017241379310345
Krehbiel Allison L.,Non-white,1,81,0.6982758620689655
Krehbiel Allison L.,White,0,87,0.23835616438356164
Krehbiel Allison L.,White,1,278,0.7616438356164383
Kritzer Jeffrey M.,Non-white,0,41,0.328
Kritzer Jeffrey M.,Non-white,1,84,0.672
Kritzer Jeffrey M.,White,0,69,0.26744186046511625
Kritzer Jeffrey M.,White,1,189,0.7325581395348837
Kulick Gail T.,Non-white,0,34,0.3177570093457944
Kulick Gail T.,Non-white,1,73,0.6822429906542056
Kulick Gail T.,White,0,34,0.2595419847328244
Kulick Gail T.,White,1,97,0.7404580152671756
Kundrat Frank J.,Non-white,0,48,0.40336134453781514
Kundrat Frank J.,Non-white,1,71,0.5966386554621849
Kundrat Frank J.,White,0,81,0.2892857142857143
Kundrat Frank J.,White,1,199,0.7107142857142857
"Kyle, Jr. Richard H.",Non-white,0,93,0.32978723404255317
"Kyle, Jr. Richard H.",Non-white,1,189,0.6702127659574468
"Kyle, Jr. Richard H.",White,0,26,0.208
"Kyle, Jr. Richard H.",White,1,99,0.792
Lacy Thomas R.,Non-white,0,20,0.25
Lacy Thomas R.,Non-white,1,60,0.75
Lacy Thomas R.,White,0,29,0.19863013698630136
Lacy Thomas R.,White,1,117,0.8013698630136986
Lamas Carolina A.,Non-white,0,89,0.2861736334405145
Lamas Carolina A.,Non-white,1,222,0.7138263665594855
Lamas Carolina A.,White,0,25,0.15822784810126583
Lamas Carolina A.,White,1,133,0.8417721518987342
Landwehr Vicki E.,Non-white,0,156,0.37142857142857144
Landwehr Vicki E.,Non-white,1,264,0.6285714285714286
Landwehr Vicki E.,White,0,265,0.2560386473429952
Landwehr Vicki E.,White,1,770,0.7439613526570048
Lang Lois,White,1,1,1
Lang Lois J.,Non-white,0,72,0.2903225806451613
Lang Lois J.,Non-white,1,176,0.7096774193548387
Lang Lois J.,White,0,189,0.25997248968363135
Lang Lois J.,White,1,538,0.7400275103163686
Lange LaJune Thomas,Non-white,0,11,0.3793103448275862
Lange LaJune Thomas,Non-white,1,18,0.6206896551724138
Lange LaJune Thomas,White,0,3,0.21428571428571427
Lange LaJune Thomas,White,1,11,0.7857142857142857
Lange Steven Z.,Non-white,0,63,0.5943396226415094
Lange Steven Z.,Non-white,1,43,0.4056603773584906
Lange Steven Z.,White,0,13,0.2826086956521739
Lange Steven Z.,White,1,33,0.717391304347826
Larkin Michelle A.,Non-white,0,1,0.3333333333333333
Larkin Michelle A.,Non-white,1,2,0.6666666666666666
Larkin Michelle A.,White,0,9,0.17647058823529413
Larkin Michelle A.,White,1,42,0.8235294117647058
Larson Gary R.,Non-white,0,196,0.20962566844919786
Larson Gary R.,Non-white,1,739,0.7903743315508022
Larson Gary R.,White,0,89,0.20412844036697247
Larson Gary R.,White,1,347,0.7958715596330275
Larson Kristin C.,Non-white,0,42,0.21428571428571427
Larson Kristin C.,Non-white,1,154,0.7857142857142857
Larson Kristin C.,White,0,107,0.21971252566735114
Larson Kristin C.,White,1,380,0.7802874743326489
Lassig Paulette,Non-white,1,1,1
Lawson Michelle W.,Non-white,0,65,0.3532608695652174
Lawson Michelle W.,Non-white,1,119,0.6467391304347826
Lawson Michelle W.,White,0,66,0.24719101123595505
Lawson Michelle W.,White,1,201,0.7528089887640449
Leahy Mary C.,Non-white,0,64,0.34594594594594597
Leahy Mary C.,Non-white,1,121,0.654054054054054
Leahy Mary C.,White,0,96,0.1711229946524064
Leahy Mary C.,White,1,465,0.8288770053475936
Leary III William H.,Non-white,0,100,0.3003003003003003
Leary III William H.,Non-white,1,233,0.6996996996996997
Leary III William H.,White,0,46,0.23469387755102042
Leary III William H.,White,1,150,0.7653061224489796
Leary William H.,Non-white,0,1,0.5
Leary William H.,Non-white,1,1,0.5
Leary William H.,White,1,1,1
"LeDuc, II Charles H.",Non-white,0,23,0.23
"LeDuc, II Charles H.",Non-white,1,77,0.77
"LeDuc, II Charles H.",White,0,111,0.19006849315068494
"LeDuc, II Charles H.",White,1,473,0.809931506849315
Lefler III Herbert P.,Non-white,0,29,0.5272727272727272
Lefler III Herbert P.,Non-white,1,26,0.4727272727272727
Lefler III Herbert P.,White,0,3,0.6
Lefler III Herbert P.,White,1,2,0.4
Lehmann Christopher J.,Non-white,0,35,0.22435897435897437
Lehmann Christopher J.,Non-white,1,121,0.7756410256410257
Lehmann Christopher J.,White,0,39,0.1517509727626459
Lehmann Christopher J.,White,1,218,0.8482490272373541
Lehmann Thomas R.,Non-white,0,3,0.17647058823529413
Lehmann Thomas R.,Non-white,1,14,0.8235294117647058
Lehmann Thomas R.,White,0,1,0.06666666666666667
Lehmann Thomas R.,White,1,14,0.9333333333333333
Leitner John,White,1,1,1
Leitner John R.,Non-white,0,9,0.3
Leitner John R.,Non-white,1,21,0.7
Leitner John R.,White,0,63,0.250996015936255
Leitner John R.,White,1,188,0.749003984063745
Lennon Caroline H.,Non-white,0,47,0.24352331606217617
Lennon Caroline H.,Non-white,1,146,0.7564766839378239
Lennon Caroline H.,White,0,78,0.19451371571072318
Lennon Caroline H.,White,1,323,0.8054862842892768
Leung Tony N.,Non-white,0,45,0.42452830188679247
Leung Tony N.,Non-white,1,61,0.5754716981132075
Leung Tony N.,White,0,8,0.18604651162790697
Leung Tony N.,White,1,35,0.813953488372093
Leuning Ross L.,Non-white,0,32,0.2782608695652174
Leuning Ross L.,Non-white,1,83,0.7217391304347827
Leuning Ross L.,White,0,76,0.22686567164179106
Leuning Ross L.,White,1,259,0.7731343283582089
Levy Roberta,White,1,1,1
Levy Roberta K.,Non-white,0,28,0.25225225225225223
Levy Roberta K.,Non-white,1,83,0.7477477477477478
Levy Roberta K.,White,0,7,0.1
Levy Roberta K.,White,1,63,0.9
Lindberg Peter J.,White,1,1,1
Lindman Dale B.,Non-white,0,58,0.2636363636363636
Lindman Dale B.,Non-white,1,162,0.7363636363636363
Lindman Dale B.,White,0,32,0.1893491124260355
Lindman Dale B.,White,1,137,0.8106508875739645
Lindstrom John C.,Non-white,0,18,0.28125
Lindstrom John C.,Non-white,1,46,0.71875
Lindstrom John C.,White,0,14,0.13725490196078433
Lindstrom John C.,White,1,88,0.8627450980392157
Listug Melissa J.,Non-white,0,2,0.4
Listug Melissa J.,Non-white,1,3,0.6
Listug Melissa J.,White,0,7,0.3888888888888889
Listug Melissa J.,White,1,11,0.6111111111111112
Litynski Warren E.,Non-white,0,11,0.21568627450980393
Litynski Warren E.,Non-white,1,40,0.7843137254901961
Litynski Warren E.,White,0,42,0.28187919463087246
Litynski Warren E.,White,1,107,0.7181208053691275
Logering Nancy,Non-white,0,45,0.26627218934911245
Logering Nancy,Non-white,1,124,0.7337278106508875
Logering Nancy,White,0,87,0.20963855421686747
Logering Nancy,White,1,328,0.7903614457831325
Long Christine A.,Non-white,0,35,0.330188679245283
Long Christine A.,Non-white,1,71,0.6698113207547169
Long Christine A.,White,0,76,0.21529745042492918
Long Christine A.,White,1,277,0.7847025495750708
Looby Timothy J.,Non-white,0,16,0.23880597014925373
Looby Timothy J.,Non-white,1,51,0.7611940298507462
Looby Timothy J.,White,0,30,0.16216216216216217
Looby Timothy J.,White,1,155,0.8378378378378378
Lorette Willard,White,1,1,1
Lorette Willard P.,Non-white,0,1,0.25
Lorette Willard P.,Non-white,1,3,0.75
Lorette Willard P.,White,0,6,0.2727272727272727
Lorette Willard P.,White,1,16,0.7272727272727273
Lund Kevin,Non-white,0,114,0.3114754098360656
Lund Kevin,Non-white,1,252,0.6885245901639344
Lund Kevin,White,0,123,0.21654929577464788
Lund Kevin,White,1,445,0.7834507042253521
Lynch Edward I.,Non-white,0,66,0.29596412556053814
Lynch Edward I.,Non-white,1,157,0.7040358744394619
Lynch Edward I.,White,0,75,0.20435967302452315
Lynch Edward I.,White,1,292,0.7956403269754768
Lynn Robert H.,Non-white,0,145,0.2396694214876033
Lynn Robert H.,Non-white,1,460,0.7603305785123967
Lynn Robert H.,White,0,46,0.233502538071066
Lynn Robert H.,White,1,151,0.766497461928934
Maas Ellen L.,Non-white,0,58,0.2815533980582524
Maas Ellen L.,Non-white,1,148,0.7184466019417476
Maas Ellen L.,White,0,115,0.17450682852807284
Maas Ellen L.,White,1,544,0.8254931714719271
Maas Kenneth J.,Non-white,0,6,0.3333333333333333
Maas Kenneth J.,Non-white,1,12,0.6666666666666666
Maas Kenneth J.,White,0,14,0.16666666666666666
Maas Kenneth J.,White,1,70,0.8333333333333334
Mabley Daniel H.,Non-white,0,595,0.36660505237215035
Mabley Daniel H.,Non-white,1,1028,0.6333949476278496
Mabley Daniel H.,White,0,169,0.23903818953323905
Mabley Daniel H.,White,1,538,0.7609618104667609
Macaulay Robert,Non-white,1,1,1
Macaulay Robert,White,1,16,1
Macaulay Robert E.,Non-white,0,104,0.21181262729124237
Macaulay Robert E.,Non-white,1,387,0.7881873727087576
Macaulay Robert E.,White,0,121,0.15837696335078533
Macaulay Robert E.,White,1,643,0.8416230366492147
Maccaulay Robert,White,0,1,1
MacDonald Erica H.,Non-white,0,25,0.30120481927710846
MacDonald Erica H.,Non-white,1,58,0.6987951807228916
MacDonald Erica H.,White,0,25,0.17985611510791366
MacDonald Erica H.,White,1,114,0.8201438848920863
Macklin William E.,Non-white,0,44,0.30344827586206896
Macklin William E.,Non-white,1,101,0.696551724137931
Macklin William E.,White,0,66,0.17647058823529413
Macklin William E.,White,1,308,0.8235294117647058
Magill Frank J.,Non-white,0,10,0.2702702702702703
Magill Frank J.,Non-white,1,27,0.7297297297297297
Magill Frank J.,White,0,3,0.3
Magill Frank J.,White,1,7,0.7
Maher Gerald,Non-white,0,6,0.42857142857142855
Maher Gerald,Non-white,1,8,0.5714285714285714
Maher Gerald,White,0,5,0.21739130434782608
Maher Gerald,White,1,18,0.782608695652174
Maher Gerald E.,Non-white,0,11,0.3142857142857143
Maher Gerald E.,Non-white,1,24,0.6857142857142857
Maher Gerald E.,White,0,5,0.10638297872340426
Maher Gerald E.,White,1,42,0.8936170212765957
Maher Jessica J.W.,Non-white,0,7,0.25925925925925924
Maher Jessica J.W.,Non-white,1,20,0.7407407407407407
Maher Jessica J.W.,White,0,13,0.1368421052631579
Maher Jessica J.W.,White,1,82,0.8631578947368421
Mahler Mary B.,Non-white,0,68,0.40718562874251496
Mahler Mary B.,Non-white,1,99,0.592814371257485
Mahler Mary B.,White,0,101,0.3166144200626959
Mahler Mary B.,White,1,218,0.6833855799373041
Mahler Mary M.,Non-white,0,8,0.25806451612903225
Mahler Mary M.,Non-white,1,23,0.7419354838709677
Mahler Mary M.,White,0,20,0.23529411764705882
Mahler Mary M.,White,1,65,0.7647058823529411
Mallie Matthew,Non-white,0,1,1
Mallie Matthew,White,1,1,1
Manning Bruce D.,Non-white,0,5,0.45454545454545453
Manning Bruce D.,Non-white,1,6,0.5454545454545454
Manning Bruce D.,White,0,1,0.25
Manning Bruce D.,White,1,3,0.75
Manrique Tanja K.,Non-white,0,9,0.3333333333333333
Manrique Tanja K.,Non-white,1,18,0.6666666666666666
Manrique Tanja K.,White,0,8,0.38095238095238093
Manrique Tanja K.,White,1,13,0.6190476190476191
Marben Kurt J.,Non-white,0,132,0.308411214953271
Marben Kurt J.,Non-white,1,296,0.6915887850467289
Marben Kurt J.,White,0,217,0.27023661270236615
Marben Kurt J.,White,1,586,0.7297633872976339
Marek Lezlie Ott,Non-white,0,83,0.3333333333333333
Marek Lezlie Ott,Non-white,1,166,0.6666666666666666
Marek Lezlie Ott,White,0,34,0.265625
Marek Lezlie Ott,White,1,94,0.734375
Mark Kevin F.,Non-white,0,48,0.2171945701357466
Mark Kevin F.,Non-white,1,173,0.7828054298642534
Mark Kevin F.,White,0,92,0.14465408805031446
Mark Kevin F.,White,1,544,0.8553459119496856
Marrinan Margaret M.,Non-white,0,134,0.33668341708542715
Marrinan Margaret M.,Non-white,1,264,0.6633165829145728
Marrinan Margaret M.,White,0,63,0.2692307692307692
Marrinan Margaret M.,White,1,171,0.7307692307692307
Marshall George A.,Non-white,0,1,0.058823529411764705
Marshall George A.,Non-white,1,16,0.9411764705882353
Marshall George A.,White,0,5,0.10638297872340426
Marshall George A.,White,1,42,0.8936170212765957
Martin Elizabeth H.,Non-white,0,46,0.34328358208955223
Martin Elizabeth H.,Non-white,1,88,0.6567164179104478
Martin Elizabeth H.,White,0,81,0.17124735729386892
Martin Elizabeth H.,White,1,392,0.828752642706131
Martin Gerald C.,Non-white,0,30,0.29411764705882354
Martin Gerald C.,Non-white,1,72,0.7058823529411765
Martin Gerald C.,White,0,29,0.15425531914893617
Martin Gerald C.,White,1,159,0.8457446808510638
Martin Krista K.,Non-white,0,59,0.26576576576576577
Martin Krista K.,Non-white,1,163,0.7342342342342343
Martin Krista K.,White,0,237,0.25901639344262295
Martin Krista K.,White,1,678,0.740983606557377
Mason James D,Non-white,0,1,1
Mason James D,White,0,3,0.3333333333333333
Mason James D,White,1,6,0.6666666666666666
Mason James D.,Non-white,0,1,0.3333333333333333
Mason James D.,Non-white,1,2,0.6666666666666666
Mason James D.,White,1,6,1
Maturi Jon,Non-white,0,93,0.32517482517482516
Maturi Jon,Non-white,1,193,0.6748251748251748
Maturi Jon,White,0,209,0.24970131421744324
Maturi Jon,White,1,628,0.7502986857825568
Maus Earl E.,Non-white,0,26,0.24299065420560748
Maus Earl E.,Non-white,1,81,0.7570093457943925
Maus Earl E.,White,0,92,0.18326693227091634
Maus Earl E.,White,1,410,0.8167330677290837
Mayer Michael J.,Non-white,0,41,0.23163841807909605
Mayer Michael J.,Non-white,1,136,0.768361581920904
Mayer Michael J.,White,0,61,0.1967741935483871
Mayer Michael J.,White,1,249,0.8032258064516129
McBride John R,White,0,1,1
McBride John R.,Non-white,0,49,0.3602941176470588
McBride John R.,Non-white,1,87,0.6397058823529411
McBride John R.,White,0,170,0.22666666666666666
McBride John R.,White,1,580,0.7733333333333333
McBroom Sarah L.,Non-white,0,2,0.10526315789473684
McBroom Sarah L.,Non-white,1,17,0.8947368421052632
McBroom Sarah L.,White,0,9,0.19148936170212766
McBroom Sarah L.,White,1,38,0.8085106382978723
McCarr Henry W.,Non-white,0,1,0.16666666666666666
McCarr Henry W.,Non-white,1,5,0.8333333333333334
McCarr Henry W.,White,0,2,0.2222222222222222
McCarr Henry W.,White,1,7,0.7777777777777778
McCarthy Karin L.,Non-white,0,2,0.18181818181818182
McCarthy Karin L.,Non-white,1,9,0.8181818181818182
McCarthy Karin L.,White,0,7,0.22580645161290322
McCarthy Karin L.,White,1,24,0.7741935483870968
McCarthy Thomas G.,Non-white,0,38,0.2923076923076923
McCarthy Thomas G.,Non-white,1,92,0.7076923076923077
McCarthy Thomas G.,White,0,101,0.21041666666666667
McCarthy Thomas G.,White,1,379,0.7895833333333333
McCollum Cynthia L.,Non-white,0,33,0.17277486910994763
McCollum Cynthia L.,Non-white,1,158,0.8272251308900523
McCollum Cynthia L.,White,0,43,0.16475095785440613
McCollum Cynthia L.,White,1,218,0.8352490421455939
McGunnigle George F.,Non-white,0,61,0.3505747126436782
McGunnigle George F.,Non-white,1,113,0.6494252873563219
McGunnigle George F.,White,0,24,0.25806451612903225
McGunnigle George F.,White,1,69,0.7419354838709677
McKeig Anne K.,Non-white,0,4,0.36363636363636365
McKeig Anne K.,Non-white,1,7,0.6363636363636364
McKinsey Anne,White,1,1,1
McKinsey E. Anne,Non-white,0,127,0.28603603603603606
McKinsey E. Anne,Non-white,1,317,0.713963963963964
McKinsey E. Anne,White,0,49,0.16554054054054054
McKinsey E. Anne,White,1,247,0.8344594594594594
McManus Timothy J.,Non-white,0,158,0.25119236883942764
McManus Timothy J.,Non-white,1,471,0.7488076311605724
McManus Timothy J.,White,0,218,0.2199798183652876
McManus Timothy J.,White,1,773,0.7800201816347124
McPherson Catherine,Non-white,0,14,0.30434782608695654
McPherson Catherine,Non-white,1,32,0.6956521739130435
McPherson Catherine,White,0,36,0.20224719101123595
McPherson Catherine,White,1,142,0.797752808988764
McShane John,Non-white,0,1,1
McShane John Q.,Non-white,0,63,0.4375
McShane John Q.,Non-white,1,81,0.5625
McShane John Q.,White,0,15,0.2830188679245283
McShane John Q.,White,1,38,0.71698113207547165
Melbye John G.,Non-white,0,122,0.23735408560311283
Melbye John G.,Non-white,1,392,0.7626459143968871
Melbye John G.,White,0,81,0.23011363636363635
Melbye John G.,White,1,271,0.7698863636363636
Mennis David L.,Non-white,0,69,0.33014354066985646
Mennis David L.,Non-white,1,140,0.6698564593301436
Mennis David L.,White,0,110,0.24719101123595505
Mennis David L.,White,1,335,0.7528089887640449
Merkins Tammy L.,Non-white,0,9,0.24324324324324326
Merkins Tammy L.,Non-white,1,28,0.7567567567567568
Merkins Tammy L.,White,0,6,0.12244897959183673
Merkins Tammy L.,White,1,43,0.8775510204081632
Meslow Douglas B.,Non-white,0,48,0.1951219512195122
Meslow Douglas B.,Non-white,1,198,0.8048780487804879
Meslow Douglas B.,White,0,96,0.17454545454545456
Meslow Douglas B.,White,1,454,0.8254545454545454
Messerich Kathryn Davis,Non-white,0,64,0.2549800796812749
Messerich Kathryn Davis,Non-white,1,187,0.7450199203187251
Messerich Kathryn Davis,White,0,81,0.1853546910755149
Messerich Kathryn Davis,White,1,356,0.8146453089244852
Metzen Leslie M.,Non-white,0,53,0.2398190045248869
Metzen Leslie M.,Non-white,1,168,0.7601809954751131
Metzen Leslie M.,White,0,65,0.17195767195767195
Metzen Leslie M.,White,1,313,0.828042328042328
Meyer Gary J.,Non-white,0,11,0.2
Meyer Gary J.,Non-white,1,44,0.8
Meyer Gary J.,White,0,38,0.19387755102040816
Meyer Gary J.,White,1,158,0.8061224489795918
Meyer Helen M.,White,0,1,1
Meyer Kerry W.,Non-white,0,299,0.30171543895055497
Meyer Kerry W.,Non-white,1,692,0.698284561049445
Meyer Kerry W.,White,0,95,0.202991452991453
Meyer Kerry W.,White,1,373,0.7970085470085471
Miles Susan,Non-white,1,1,1
Miles Susan,White,1,1,1
Miles Susan R.,Non-white,0,89,0.30272108843537415
Miles Susan R.,Non-white,1,205,0.6972789115646258
Miles Susan R.,White,0,147,0.19342105263157894
Miles Susan R.,White,1,613,0.8065789473684211
Millenacker Robyn A.,Non-white,0,81,0.34913793103448276
Millenacker Robyn A.,Non-white,1,151,0.6508620689655172
Millenacker Robyn A.,White,0,44,0.34108527131782945
Millenacker Robyn A.,White,1,85,0.6589147286821705
Miller Kevin M.,Non-white,0,3,0.2727272727272727
Miller Kevin M.,Non-white,1,8,0.7272727272727273
Miller Kevin M.,White,0,19,0.23170731707317074
Miller Kevin M.,White,1,63,0.7682926829268293
Miller Laurie J.,Non-white,0,24,0.4444444444444444
Miller Laurie J.,Non-white,1,30,0.5555555555555556
Miller Laurie J.,White,0,10,0.29411764705882354
Miller Laurie J.,White,1,24,0.7058823529411765
Monahan M. Michael,Non-white,0,99,0.25
Monahan M. Michael,Non-white,1,297,0.75
Monahan M. Michael,White,0,48,0.18823529411764706
Monahan M. Michael,White,1,207,0.8117647058823529
Mondry Jay,Non-white,0,3,0.2727272727272727
Mondry Jay,Non-white,1,8,0.7272727272727273
Mondry Jay,White,0,14,0.2413793103448276
Mondry Jay,White,1,44,0.7586206896551724
Moonan John,Non-white,0,2,0.6666666666666666
Moonan John,Non-white,1,1,0.3333333333333333
Moonan John,White,1,6,1
Moonan John R.,Non-white,0,2,0.16666666666666666
